[dotenv@17.3.1] injecting env (0) from .env -- tip: ⚙️  override existing env vars with { override: true }
Home Gateway listening on http://0.0.0.0:8080 (all interfaces)
(node:6662) [DEP0060] DeprecationWarning: The `util._extend` API is deprecated. Please use Object.assign() instead.
(Use `node --trace-deprecation ...` to show where the warning was created)
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 32.072 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 21.486 ms
GET /images/acasa/01/steak002.jpg 304 - - 13.864 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 21.716 ms
GET /images/acasa/01/beef001.jpg 304 - - 15.952 ms
GET /images/steak/animation/steak002.jpg 304 - - 13.204 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 29.274 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 30.547 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 21.672 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 26.789 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 26.117 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 37.088 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 43.378 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 26.097 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 8.877 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 45.139 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 24.522 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 4.663 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 7.689 ms
POST /__nextjs_original-stack-frames 200 - - 8.105 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 46.929 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 61.314 ms
GET /images/steak/animation/steak001.jpg 304 - - 8.357 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 54.653 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 39.376 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 304 - - 3.398 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 36.869 ms
GET /_next/webpack-hmr?id=WTiykocNnMwU1io-_vNnq 404 - - 42.054 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 41.918 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 44.757 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 45.617 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 43.048 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 39.651 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 39.150 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 3.284 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 74.299 ms
GET /_next/webpack-hmr?id=7RoIVnZsM2xAGUzenUeVj 404 - - 35.297 ms
GET / 200 - - 89.572 ms
GET /logo.png 304 - - 13.986 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 12.070 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 12.222 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 12.211 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 16.399 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 1.870 ms
GET /images/tripadvisor2019certificate.png 304 - - 6.021 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 7.747 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 40.088 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 11.869 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 40.648 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 41.641 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 36.183 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 43.332 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 40.440 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 62.740 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 43.582 ms
GET /images/acasa/01/steak002.jpg 304 - - 32.812 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 41.845 ms
GET /images/steak/animation/steak002.jpg 304 - - 31.677 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 38.733 ms
GET /images/acasa/01/beef001.jpg 304 - - 31.305 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 44.312 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 63.379 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 46.675 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 56.638 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 67.086 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 68.313 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 63.169 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 42.133 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 10.988 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 31.668 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.472 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.320 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 49.959 ms
POST /__nextjs_original-stack-frames 200 - - 8.910 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 45.320 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 33.500 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 36.366 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 42.866 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 47.763 ms
GET /images/steak/animation/steak001.jpg 304 - - 5.972 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 34.200 ms
GET /_next/webpack-hmr?id=WTiykocNnMwU1io-_vNnq 404 - - 39.407 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 37.260 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 304 - - 5.749 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 36.673 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 41.497 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 42.327 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 37.546 ms
GET /_next/webpack-hmr?id=_DUM4tvzjMFSt6qcCadg8 404 - - 40.036 ms
GET / 200 - - 92.651 ms
GET /logo.png 304 - - 2.169 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 1.781 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 2.106 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 3.975 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 2.105 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 4.555 ms
GET /images/tripadvisor2019certificate.png 304 - - 3.484 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 5.734 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 34.379 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 43.236 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 11.703 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 46.097 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 49.977 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 47.779 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 46.171 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 58.160 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 16.114 ms
GET /images/acasa/01/beef001.jpg 304 - - 11.716 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 55.202 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 55.767 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 56.435 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 15.812 ms
GET /images/acasa/01/steak002.jpg 304 - - 13.322 ms
GET /images/steak/animation/steak002.jpg 304 - - 13.434 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 18.403 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 23.624 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 30.433 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 36.799 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 20.382 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 36.016 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 11.717 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 35.846 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.102 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.123 ms
POST /__nextjs_original-stack-frames 200 - - 4.031 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 36.594 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 37.667 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 40.172 ms
GET /images/steak/animation/steak001.jpg 304 - - 4.827 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 35.300 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 33.039 ms
GET /_next/webpack-hmr?id=WTiykocNnMwU1io-_vNnq 404 - - 37.299 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 304 - - 3.859 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 33.147 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 41.125 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 31.645 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 28.384 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 34.121 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 32.896 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 2.388 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 43.522 ms
GET /_next/webpack-hmr?id=MuEWfP5EpePHN843V6Oym 404 - - 30.157 ms
GET / 200 - - 46.271 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 3.191 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 6.740 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 3.686 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 3.996 ms
GET /logo.png 304 - - 3.571 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 7.648 ms
GET /images/tripadvisor2019certificate.png 304 - - 8.936 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 4.441 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 28.084 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 28.898 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 37.749 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 46.813 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 50.179 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 32.024 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 41.801 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 39.940 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 25.328 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 30.834 ms
GET /images/acasa/01/steak002.jpg 304 - - 21.252 ms
GET /images/acasa/01/beef001.jpg 304 - - 21.562 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 23.090 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 27.858 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 24.955 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 28.247 ms
GET /images/steak/animation/steak002.jpg 304 - - 28.208 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 29.482 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 38.358 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 30.929 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 32.512 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 25.437 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 26.605 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 31.664 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.644 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.655 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 36.404 ms
POST /__nextjs_original-stack-frames 200 - - 4.171 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 32.416 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 28.683 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 34.054 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 30.859 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 34.008 ms
GET /images/steak/animation/steak001.jpg 304 - - 2.129 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 35.428 ms
GET /_next/webpack-hmr?id=WTiykocNnMwU1io-_vNnq 404 - - 27.950 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 35.870 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 304 - - 2.464 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 34.293 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 64.487 ms
GET /images/steak/animation/steak001.jpg 200 200359 - 10.420 ms
GET /images/steak/animation/steak002.jpg 200 551804 - 10.595 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 36.548 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 27.078 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 200 253508 - 5.601 ms
GET /_next/webpack-hmr?id=VxPV73IRW0EfblxiPjuSg 404 - - 99.631 ms
GET / 200 - - 62.521 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 3.625 ms
GET /logo.png 304 - - 4.083 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 4.022 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 2.428 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 1.673 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 2.411 ms
GET /images/tripadvisor2019certificate.png 304 - - 2.272 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 3.078 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 49.672 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 12.190 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 50.443 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 48.840 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 50.947 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 38.544 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 50.836 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 50.744 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 49.396 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 21.066 ms
GET /images/acasa/01/steak002.jpg 304 - - 7.875 ms
GET /images/steak/animation/steak002.jpg 304 - - 7.035 ms
GET /images/acasa/01/beef001.jpg 304 - - 7.944 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 13.321 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 51.159 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 26.185 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 52.150 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 48.023 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 15.399 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 45.320 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 45.193 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 4.976 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 52.740 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 8.674 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.902 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.864 ms
POST /__nextjs_original-stack-frames 200 - - 4.812 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 50.691 ms
GET /images/steak/animation/steak001.jpg 304 - - 8.596 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 255.805 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 46.390 ms
GET / 200 - - 58.734 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 8.214 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 14.132 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 10.847 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 11.393 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 11.713 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 18.027 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 9.490 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 14.050 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 20.653 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 8.114 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 7.230 ms
GET /logo.png 304 - - 10.234 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 10.077 ms
GET /images/tripadvisor2019certificate.png 304 - - 9.696 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 12.205 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 15.500 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 9.114 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 10.841 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 11.340 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 13.401 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 12.941 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 14.351 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 10.061 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 17.741 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 12.043 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 9.590 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 13.211 ms
GET /favicon.ico 404 - - 4.038 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 2.060 ms
GET /images/acasa/01/beef001.jpg 304 - - 1.349 ms
GET /images/acasa/01/steak002.jpg 304 - - 1.606 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 1.996 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 1.936 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.259 ms
POST /__nextjs_original-stack-frames 200 - - 31.007 ms
GET /redbull.png 404 - - 56.337 ms
GET /_next/webpack-hmr?id=WTiykocNnMwU1io-_vNnq 404 - - 41.695 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 36.714 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 304 - - 4.101 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 45.736 ms
GET /images/steak/animation/steak001.jpg 304 - - 4.858 ms
GET /images/steak/animation/steak002.jpg 304 - - 4.391 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 55.290 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 304 - - 9.396 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 72.351 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 53.018 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 41.605 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 42.787 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 12.595 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 45.146 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 297.918 ms
GET /images/steak/animation/steak001.jpg 304 - - 34.044 ms
GET /_next/webpack-hmr?id=ij9z50fzBe42rRmB55_26 404 - - 67.099 ms
GET / 200 - - 234.933 ms
GET /logo.png 304 - - 2.170 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 5.805 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 5.419 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 5.741 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 8.267 ms
GET /images/tripadvisor2019certificate.png 304 - - 1.841 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 3.460 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 7.254 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 26.407 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 23.049 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 35.969 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 39.863 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 27.115 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 31.190 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 28.373 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 47.589 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 26.762 ms
GET /images/acasa/01/steak002.jpg 304 - - 27.881 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 28.740 ms
GET /images/steak/animation/steak002.jpg 304 - - 28.809 ms
